Date,Store_ID,Product_ID,Category,Units_Sold,Price_Per_Unit,Total_Sales
2022-06-29,44,592,Imported Fashion,7,457.04,3199.28
2019-02-05,684,287,Owned Brand Fashion,1,257.26,257.26
2020-06-23,224,927,Beauty,1,192.44,192.44
2020-07-17,688,68,Owned Brand Fashion,16,165.17,2642.72
2019-06-14,663,708,Watches,10,428.92,4289.2
2021-02-26,202,9,Imported Fashion,4,45.14,180.56
2021-11-21,720,211,Watches,4,454.14,1816.56
2022-12-09,47,644,Imported Fashion,5,411.66,2058.3
2022-05-20,717,124,Imported Fashion,9,36.26,326.34
2019-04-18,576,162,Electronics,11,447.83,4926.13
2021-05-30,746,453,Beauty,11,106.42,1170.62
2020-06-21,79,236,Watches,8,110.22,881.76
2019-12-03,506,84,Watches,14,57.7,807.8
2023-02-26,758,34,Watches,16,118.29,1892.64
2021-12-30,163,796,Imported Fashion,9,256.89,2312.01
2023-09-10,463,384,Imported Fashion,2,173.22,346.44
2019-04-17,537,314,Beauty,10,21.28,212.8
2020-02-13,34,866,Beauty,10,50.69,506.9
2020-03-15,376,831,Electronics,1,146.92,146.92
2021-10-19,619,72,Beauty,1,182.41,182.41
2020-05-24,714,788,Imported Fashion,6,38.67,232.02
2022-10-23,523,323,Watches,17,306.47,5209.99
2022-06-19,146,308,Watches,7,397.53,2782.71
2020-10-07,521,742,Beauty,6,472.95,2837.7
2019-07-22,39,705,Owned Brand Fashion,16,219.59,3513.44
2020-02-14,779,142,Beauty,2,372.3,744.6
2021-05-08,794,562,Watches,16,154.17,2466.72
2023-09-01,113,403,Watches,14,454.31,6360.34
2019-03-20,130,263,Watches,5,385.34,1926.7
2019-02-24,254,695,Beauty,17,334.74,5690.58
2022-08-22,344,727,Owned Brand Fashion,2,265.61,531.22
2021-07-03,82,814,Imported Fashion,9,208.79,1879.11
2021-06-20,728,526,Beauty,14,301.0,4214.0
2022-03-14,422,239,Electronics,19,382.12,7260.28
2023-10-28,86,181,Imported Fashion,8,10.86,86.88
2023-02-23,381,819,Watches,17,162.13,2756.21
2019-11-06,369,725,Watches,7,345.52,2418.64
2023-01-09,351,831,Watches,6,288.81,1732.86
2023-05-21,236,432,Imported Fashion,6,137.19,823.14
2022-02-01,76,651,Owned Brand Fashion,3,362.23,1086.69
2021-12-22,29,38,Imported Fashion,15,213.6,3204.0
2020-08-05,110,731,Owned Brand Fashion,6,268.4,1610.4
2019-01-12,560,47,Owned Brand Fashion,1,115.29,115.29
2022-02-15,294,911,Imported Fashion,3,132.09,396.27
2020-10-19,629,721,Electronics,3,41.09,123.27
2019-09-20,791,811,Beauty,3,404.64,1213.92
2020-03-23,422,139,Electronics,18,253.51,4563.18
2019-05-14,147,221,Owned Brand Fashion,15,188.83,2832.45
2022-07-20,354,423,Imported Fashion,18,477.74,8599.32
2020-06-17,567,822,Watches,11,171.68,1888.48
2021-09-21,140,908,Beauty,17,39.79,676.43
2023-04-11,521,95,Owned Brand Fashion,17,37.4,635.8
2023-12-03,136,863,Watches,7,284.19,1989.33
2019-06-16,123,302,Imported Fashion,13,15.49,201.37
2020-07-10,374,237,Owned Brand Fashion,18,362.74,6529.32
2019-07-01,724,641,Electronics,11,240.38,2644.18
2019-04-21,83,309,Owned Brand Fashion,8,388.2,3105.6
2019-11-08,766,758,Beauty,1,189.95,189.95
2020-02-17,188,564,Imported Fashion,4,307.79,1231.16
2019-04-25,133,342,Imported Fashion,15,68.14,1022.1
2020-04-02,400,413,Owned Brand Fashion,16,258.17,4130.72
2022-07-07,242,388,Imported Fashion,4,316.08,1264.32
2019-04-04,692,896,Beauty,6,74.62,447.72
2020-07-10,594,258,Watches,4,437.92,1751.68
2019-07-01,781,928,Watches,5,387.93,1939.65
2022-09-26,776,371,Watches,14,379.87,5318.18
2023-09-15,776,986,Owned Brand Fashion,9,25.09,225.81
2022-01-28,219,409,Watches,1,208.7,208.7
2020-02-18,272,210,Watches,19,492.62,9359.78
2019-01-13,781,905,Watches,6,196.53,1179.18
2022-03-25,363,555,Owned Brand Fashion,11,223.48,2458.28
2020-09-19,589,392,Beauty,11,372.58,4098.38
2019-03-16,128,726,Watches,8,367.45,2939.6
2022-12-17,789,835,Owned Brand Fashion,12,266.62,3199.44
2022-10-14,181,301,Imported Fashion,1,12.58,12.58
2022-03-10,622,825,Owned Brand Fashion,7,160.35,1122.45
2023-10-19,536,373,Watches,15,25.53,382.95
2020-02-01,112,163,Electronics,4,147.79,591.16
2020-07-12,470,273,Imported Fashion,12,81.06,972.72
2022-04-05,354,364,Imported Fashion,7,360.89,2526.23
2021-06-23,142,152,Owned Brand Fashion,17,299.35,5088.95
2021-01-24,476,481,Owned Brand Fashion,6,62.28,373.68
2019-02-10,652,89,Electronics,9,219.67,1977.03
2022-12-10,466,983,Imported Fashion,1,163.67,163.67
2023-09-14,543,459,Beauty,13,229.2,2979.6
2021-01-12,678,487,Watches,10,133.74,1337.4
2019-02-04,425,781,Owned Brand Fashion,10,440.52,4405.2
2022-04-04,716,302,Electronics,6,155.68,934.08
2023-05-02,666,947,Watches,3,50.13,150.39
2019-01-22,247,371,Beauty,5,263.62,1318.1
2023-03-01,140,729,Beauty,10,263.01,2630.1
2019-12-07,783,51,Watches,11,465.09,5115.99
2022-06-16,156,942,Watches,3,81.46,244.38
2023-08-04,450,862,Watches,9,72.28,650.52
2020-11-24,751,860,Electronics,13,457.74,5950.62
2021-02-10,545,494,Beauty,17,394.6,6708.2
2019-12-15,150,273,Owned Brand Fashion,4,6.78,27.12
2021-02-14,398,343,Owned Brand Fashion,11,285.87,3144.57
2022-04-06,505,689,Imported Fashion,18,372.92,6712.56
2019-06-23,594,457,Electronics,12,126.21,1514.52
2022-02-13,292,538,Owned Brand Fashion,8,210.76,1686.08
2022-11-19,684,723,Imported Fashion,8,154.89,1239.12
2021-11-02,119,292,Owned Brand Fashion,6,265.11,1590.66
2022-07-16,426,217,Electronics,14,66.24,927.36
2021-01-14,546,450,Watches,10,430.8,4308.0
2021-01-14,40,44,Electronics,11,379.11,4170.21
2020-12-14,484,192,Beauty,13,357.92,4652.96
2023-09-06,617,723,Imported Fashion,7,320.05,2240.35
2019-06-12,240,910,Imported Fashion,5,128.53,642.65
2021-05-07,708,224,Electronics,9,51.65,464.85
2019-08-05,258,431,Watches,5,75.46,377.3
2022-04-19,141,391,Imported Fashion,1,103.6,103.6
2021-08-30,481,498,Owned Brand Fashion,14,143.57,2009.98
2021-03-17,468,273,Owned Brand Fashion,13,268.92,3495.96
2019-03-27,347,666,Electronics,6,401.0,2406.0
2020-06-21,502,681,Watches,14,321.51,4501.14
2022-12-01,540,729,Beauty,18,287.74,5179.32
2022-07-07,690,446,Owned Brand Fashion,13,99.9,1298.7
2022-02-10,200,761,Beauty,6,104.83,628.98
2022-04-18,450,727,Watches,5,287.81,1439.05
2019-05-17,725,61,Watches,3,454.62,1363.86
2021-02-21,324,809,Electronics,12,235.52,2826.24
2021-12-06,775,836,Electronics,7,75.45,528.15
2020-09-05,621,604,Beauty,6,326.35,1958.1
2019-09-07,516,820,Electronics,4,25.39,101.56
2019-04-26,805,335,Beauty,13,7.07,91.91
2020-10-25,22,877,Imported Fashion,2,68.15,136.3
2022-09-29,9,738,Watches,17,234.14,3980.38
2022-10-21,398,532,Imported Fashion,13,113.47,1475.11
2021-02-13,400,512,Imported Fashion,11,276.98,3046.78
2021-08-14,75,778,Electronics,6,196.18,1177.08
2021-05-14,266,181,Electronics,18,9.34,168.12
2021-05-15,540,151,Imported Fashion,17,374.07,6359.19
2019-06-07,708,906,Beauty,16,195.4,3126.4
2022-03-28,625,92,Owned Brand Fashion,18,161.79,2912.22
2022-07-19,459,598,Imported Fashion,9,135.38,1218.42
2022-06-05,222,584,Owned Brand Fashion,3,337.18,1011.54
2021-03-06,152,298,Imported Fashion,16,274.78,4396.48
2020-08-30,418,175,Electronics,13,398.09,5175.17
2020-01-01,258,689,Owned Brand Fashion,8,129.59,1036.72
2019-02-23,804,164,Beauty,18,139.3,2507.4
2023-08-31,656,144,Electronics,2,471.24,942.48
2023-01-21,345,743,Beauty,7,312.34,2186.38
2022-09-10,338,481,Imported Fashion,4,306.03,1224.12
2020-10-08,553,74,Beauty,15,447.74,6716.1
2022-09-07,514,420,Beauty,8,128.01,1024.08
2022-09-14,428,557,Beauty,4,7.56,30.24
2022-11-17,737,754,Watches,15,95.5,1432.5
2020-11-24,574,229,Imported Fashion,19,215.5,4094.5
2022-07-30,625,676,Beauty,8,459.55,3676.4
2023-11-25,34,786,Electronics,3,50.02,150.06
2023-01-30,40,851,Owned Brand Fashion,16,296.32,4741.12
2021-12-29,101,561,Beauty,12,63.57,762.84
2023-11-17,167,26,Electronics,13,465.72,6054.36
2021-08-27,331,676,Imported Fashion,15,390.03,5850.45
2021-12-25,335,591,Beauty,7,42.18,295.26
2019-11-25,549,854,Owned Brand Fashion,13,327.61,4258.93
2019-05-01,525,190,Beauty,2,136.71,273.42
2019-03-03,254,219,Owned Brand Fashion,4,417.02,1668.08
2023-11-25,298,530,Watches,6,188.63,1131.78
2023-07-02,700,261,Beauty,15,192.01,2880.15
2022-03-16,367,153,Owned Brand Fashion,15,261.11,3916.65
2022-04-23,129,132,Electronics,12,169.67,2036.04
2019-12-13,404,729,Electronics,13,353.11,4590.43
2019-06-27,348,813,Electronics,8,272.17,2177.36
2023-12-06,299,889,Beauty,7,156.1,1092.7
2022-11-13,278,781,Beauty,17,317.76,5401.92
2022-02-07,630,365,Imported Fashion,14,31.8,445.2
2019-04-28,557,12,Electronics,19,429.95,8169.05
2023-01-30,236,367,Electronics,16,198.95,3183.2
2023-10-03,17,4,Imported Fashion,11,314.89,3463.79
2022-09-12,64,641,Electronics,5,11.59,57.95
2023-08-15,128,22,Beauty,3,461.99,1385.97
2020-07-11,13,746,Beauty,7,404.46,2831.22
2023-05-22,633,493,Electronics,13,299.45,3892.85
2023-12-10,397,108,Imported Fashion,15,169.32,2539.8
2021-09-21,72,191,Owned Brand Fashion,13,132.13,1717.69
2021-02-09,592,859,Electronics,17,488.69,8307.73
2021-05-12,598,502,Owned Brand Fashion,4,193.98,775.92
2019-12-21,170,885,Electronics,4,387.45,1549.8
2022-01-29,733,810,Beauty,7,41.25,288.75
2022-11-27,624,316,Imported Fashion,9,368.6,3317.4
2023-06-13,624,605,Beauty,19,161.21,3062.99
2021-11-03,306,978,Watches,17,75.64,1285.88
2022-02-20,495,201,Beauty,11,49.91,549.01
2022-07-10,144,325,Watches,18,470.46,8468.28
2022-03-03,290,352,Watches,1,416.25,416.25
2019-04-28,798,166,Watches,7,226.83,1587.81
2019-02-16,82,393,Owned Brand Fashion,18,447.74,8059.32
2020-06-22,380,379,Imported Fashion,8,85.51,684.08
2023-02-23,630,740,Imported Fashion,14,134.71,1885.94
2023-10-21,384,242,Watches,7,108.99,762.93
2023-02-06,668,381,Watches,3,218.36,655.08
2023-11-26,563,955,Electronics,13,346.77,4508.01
2020-04-18,784,95,Owned Brand Fashion,16,173.18,2770.88
2023-06-07,301,880,Imported Fashion,18,388.69,6996.42
2019-05-17,98,525,Watches,3,102.06,306.18
2022-03-10,792,807,Imported Fashion,19,133.0,2527.0
2021-12-21,659,496,Owned Brand Fashion,14,12.18,170.52
2023-05-29,450,527,Owned Brand Fashion,18,196.74,3541.32
2020-02-04,167,67,Beauty,12,113.02,1356.24
2023-07-30,445,736,Watches,10,187.35,1873.5
2022-09-27,767,452,Imported Fashion,10,250.23,2502.3
2020-01-21,714,457,Beauty,2,420.88,841.76
2019-08-06,66,336,Imported Fashion,1,122.21,122.21
2023-03-29,502,50,Beauty,10,102.16,1021.6
2021-09-03,612,604,Watches,12,206.35,2476.2
2023-03-23,622,133,Beauty,17,412.01,7004.17
2021-03-11,609,207,Owned Brand Fashion,7,68.58,480.06
2023-10-20,738,74,Owned Brand Fashion,1,90.17,90.17
2023-09-14,48,601,Watches,1,487.18,487.18
2019-03-29,529,453,Electronics,13,99.92,1298.96
2022-03-15,768,254,Imported Fashion,3,303.79,911.37
2021-12-01,792,121,Beauty,10,215.89,2158.9
2021-09-29,416,687,Imported Fashion,11,482.95,5312.45
2022-12-19,742,334,Beauty,3,347.4,1042.2
2019-11-14,486,496,Imported Fashion,14,223.73,3132.22
2020-02-27,738,211,Watches,5,46.88,234.4
2019-01-31,710,507,Watches,9,377.93,3401.37
2021-03-22,741,101,Electronics,14,275.53,3857.42
2020-07-19,660,154,Watches,13,374.11,4863.43
2021-10-21,140,124,Imported Fashion,15,455.37,6830.55
2019-05-22,648,146,Owned Brand Fashion,5,404.16,2020.8
2020-06-20,404,644,Imported Fashion,12,424.63,5095.56
2020-08-20,653,811,Beauty,18,110.17,1983.06
2023-06-17,186,429,Imported Fashion,15,295.09,4426.35
2022-07-01,530,584,Owned Brand Fashion,10,150.05,1500.5
2021-02-06,24,486,Beauty,14,316.82,4435.48
2019-06-23,679,662,Watches,15,334.5,5017.5
2022-01-25,604,135,Watches,13,103.0,1339.0
2021-03-27,607,321,Electronics,7,369.93,2589.51
2021-05-05,613,90,Watches,17,134.53,2287.01
2021-01-05,640,975,Watches,2,462.62,925.24
2022-02-07,350,217,Electronics,13,442.98,5758.74
2021-03-09,53,631,Imported Fashion,7,299.65,2097.55
2023-02-23,780,944,Imported Fashion,4,251.48,1005.92
2021-11-19,1,486,Beauty,16,35.92,574.72
2020-01-03,328,643,Watches,10,72.8,728.0
2019-12-05,135,823,Electronics,10,300.24,3002.4
2023-10-09,526,610,Imported Fashion,2,415.14,830.28
2023-11-22,15,195,Imported Fashion,14,121.91,1706.74
2019-12-19,722,968,Watches,5,242.9,1214.5
2022-03-31,516,12,Beauty,17,414.69,7049.73
2020-07-13,511,67,Electronics,9,476.68,4290.12
2019-12-24,136,962,Electronics,18,41.36,744.48
2022-02-17,28,999,Watches,6,259.59,1557.54
2023-02-19,694,703,Owned Brand Fashion,7,138.54,969.78
2019-11-05,598,808,Imported Fashion,16,450.64,7210.24
2020-05-08,180,389,Beauty,14,294.38,4121.32
2023-07-27,196,413,Owned Brand Fashion,19,422.94,8035.86
2023-01-18,200,628,Watches,3,5.44,16.32
2021-02-02,569,834,Watches,1,331.62,331.62
2021-11-26,593,756,Beauty,7,65.16,456.12
2019-10-27,32,456,Imported Fashion,18,40.82,734.76
2020-06-07,282,626,Watches,8,462.39,3699.12
2023-07-31,161,697,Owned Brand Fashion,8,44.6,356.8
2022-01-01,54,738,Beauty,16,35.67,570.72
2021-11-09,383,408,Watches,18,438.72,7896.96
2021-04-29,284,879,Owned Brand Fashion,15,363.1,5446.5
2019-10-31,302,577,Electronics,4,130.87,523.48
2020-09-04,332,547,Imported Fashion,18,74.92,1348.56
2019-08-24,500,876,Imported Fashion,3,451.18,1353.54
2020-09-27,378,660,Owned Brand Fashion,16,41.17,658.72
2020-03-23,620,757,Beauty,7,276.82,1937.74
2021-12-21,647,936,Owned Brand Fashion,11,410.5,4515.5
2023-09-21,289,637,Owned Brand Fashion,2,182.84,365.68
2020-05-11,782,916,Imported Fashion,1,173.86,173.86
2022-08-22,162,316,Watches,5,369.56,1847.8
2020-05-18,560,991,Watches,11,374.78,4122.58
2022-02-17,693,633,Owned Brand Fashion,14,207.54,2905.56
2023-03-18,467,680,Beauty,19,343.24,6521.56
2020-09-02,197,472,Imported Fashion,10,76.14,761.4
2021-06-25,769,666,Beauty,19,251.06,4770.14
2022-04-01,102,217,Beauty,11,94.61,1040.71
2023-12-21,529,766,Electronics,17,189.08,3214.36
2019-07-22,768,458,Beauty,7,6.67,46.69
2019-10-03,6,853,Owned Brand Fashion,16,92.88,1486.08
2020-11-12,167,752,Beauty,11,445.38,4899.18
2021-03-25,224,230,Watches,15,422.88,6343.2
2019-05-14,732,840,Watches,16,128.81,2060.96
2022-01-08,612,86,Imported Fashion,13,212.89,2767.57
2021-11-18,435,946,Owned Brand Fashion,15,47.37,710.55
2020-12-23,14,947,Beauty,10,421.88,4218.8
2019-09-20,752,842,Electronics,15,283.84,4257.6
2022-04-15,754,577,Electronics,17,459.27,7807.59
2021-06-02,272,741,Electronics,6,296.24,1777.44
2023-09-27,257,836,Imported Fashion,17,350.19,5953.23
2021-01-23,366,528,Beauty,4,61.85,247.4
2022-02-09,578,585,Watches,3,314.18,942.54
2019-04-26,207,775,Electronics,4,462.15,1848.6
2022-10-21,107,736,Watches,9,293.53,2641.77
2022-04-04,622,63,Beauty,12,273.09,3277.08
2021-01-08,163,116,Owned Brand Fashion,14,414.84,5807.76
2020-03-25,761,623,Imported Fashion,1,265.86,265.86
2020-07-29,493,301,Electronics,19,30.08,571.52
2022-05-09,63,644,Imported Fashion,19,135.64,2577.16
2021-04-18,638,883,Owned Brand Fashion,10,368.61,3686.1
2020-04-27,437,944,Beauty,18,365.21,6573.78
2019-10-06,369,326,Electronics,11,469.54,5164.94
2023-08-15,732,85,Beauty,11,288.35,3171.85
2023-04-16,497,112,Beauty,6,341.85,2051.1
2020-03-22,527,527,Beauty,15,385.65,5784.75
2019-11-18,57,407,Watches,13,444.5,5778.5
2019-02-01,597,760,Electronics,7,355.25,2486.75
2019-09-05,656,636,Owned Brand Fashion,13,295.89,3846.57
2019-10-23,730,924,Watches,6,245.25,1471.5
2022-07-17,520,757,Electronics,12,95.14,1141.68
2022-02-20,205,794,Electronics,13,220.61,2867.93
2023-02-21,777,234,Electronics,5,272.34,1361.7
2021-07-12,771,41,Electronics,12,341.32,4095.84
2022-10-31,558,300,Electronics,5,47.87,239.35
2021-06-09,567,388,Electronics,3,81.84,245.52
2020-08-14,141,481,Watches,17,35.96,611.32
2021-04-05,499,883,Watches,15,103.97,1559.55
2021-10-01,8,480,Watches,10,346.42,3464.2
2021-02-11,198,549,Watches,10,390.97,3909.7
2023-12-17,696,355,Electronics,3,107.79,323.37
2022-10-05,589,633,Imported Fashion,10,431.82,4318.2
2020-06-18,582,491,Owned Brand Fashion,16,80.02,1280.32
2021-01-05,149,498,Imported Fashion,17,292.66,4975.22
2023-12-05,142,397,Imported Fashion,4,141.89,567.56
2023-06-26,577,120,Imported Fashion,4,119.41,477.64
2020-06-06,754,934,Owned Brand Fashion,19,426.21,8097.99
2019-12-11,466,350,Imported Fashion,3,222.22,666.66
2020-08-07,727,907,Imported Fashion,12,5.43,65.16
2021-02-10,480,639,Owned Brand Fashion,4,128.23,512.92
2020-05-11,50,993,Beauty,14,66.23,927.22
2021-09-29,693,80,Electronics,10,498.51,4985.1
2021-07-25,533,479,Beauty,5,269.9,1349.5
2019-03-08,216,385,Beauty,5,26.46,132.3
2019-05-31,194,644,Owned Brand Fashion,14,193.77,2712.78
2021-03-29,394,603,Owned Brand Fashion,10,269.47,2694.7
2023-08-27,628,444,Owned Brand Fashion,15,314.6,4719.0
2019-04-02,598,830,Electronics,10,364.08,3640.8
2023-10-20,156,868,Owned Brand Fashion,18,370.3,6665.4
2021-08-08,705,9,Watches,14,226.05,3164.7
2022-05-01,253,823,Watches,7,395.51,2768.57
2022-02-15,59,708,Imported Fashion,5,238.19,1190.95
2023-10-12,794,859,Electronics,9,204.79,1843.11
2022-01-21,379,210,Owned Brand Fashion,10,140.63,1406.3
2023-06-25,184,815,Owned Brand Fashion,5,392.97,1964.85
2019-08-05,416,77,Owned Brand Fashion,17,489.39,8319.63
2021-07-13,340,285,Imported Fashion,17,261.73,4449.41
2020-07-08,447,166,Imported Fashion,12,155.21,1862.52
2020-05-01,627,995,Beauty,16,200.93,3214.88
2020-10-13,777,461,Imported Fashion,13,205.95,2677.35
2022-11-30,695,676,Beauty,6,420.75,2524.5
2020-08-08,634,683,Electronics,4,310.38,1241.52
2022-06-28,586,163,Electronics,19,319.7,6074.3
2023-08-15,189,737,Electronics,13,263.62,3427.06
2021-12-17,286,810,Owned Brand Fashion,11,374.46,4119.06
2021-11-02,218,811,Watches,17,293.03,4981.51
2019-01-12,448,793,Imported Fashion,3,96.86,290.58
2019-09-04,381,772,Imported Fashion,2,64.18,128.36
2019-07-30,72,562,Imported Fashion,8,142.12,1136.96
2021-03-16,68,572,Electronics,16,74.71,1195.36
2023-12-11,555,21,Electronics,7,462.16,3235.12
2021-10-02,414,614,Beauty,5,237.11,1185.55
2022-08-16,329,822,Owned Brand Fashion,11,37.67,414.37
2021-10-02,632,751,Imported Fashion,9,314.61,2831.49
2020-07-01,295,349,Watches,10,426.56,4265.6
2020-07-05,341,959,Owned Brand Fashion,17,208.02,3536.34
2019-06-20,311,966,Watches,9,20.84,187.56
2022-10-23,295,499,Watches,15,25.4,381.0
2020-09-21,30,442,Beauty,6,277.13,1662.78
2020-05-03,42,714,Beauty,14,55.78,780.92
2021-11-18,221,231,Owned Brand Fashion,12,442.87,5314.44
2023-02-18,525,440,Electronics,8,187.88,1503.04
2021-03-02,645,975,Beauty,14,266.45,3730.3
2019-04-22,93,216,Beauty,5,239.98,1199.9
2019-06-11,750,844,Imported Fashion,11,428.49,4713.39
2021-04-27,282,100,Electronics,9,125.4,1128.6
2023-08-29,368,18,Watches,15,94.59,1418.85
2023-05-20,710,495,Imported Fashion,1,497.44,497.44
2023-12-19,612,980,Owned Brand Fashion,6,415.18,2491.08
2019-04-14,612,189,Watches,11,208.24,2290.64
2023-07-22,495,464,Watches,1,409.65,409.65
2019-12-22,438,624,Owned Brand Fashion,16,377.41,6038.56
2021-12-03,134,156,Owned Brand Fashion,14,307.37,4303.18
2022-06-08,15,589,Electronics,8,296.66,2373.28
2023-05-13,318,656,Owned Brand Fashion,16,153.27,2452.32
2019-10-28,746,57,Owned Brand Fashion,18,344.66,6203.88
2021-12-28,535,988,Watches,16,16.5,264.0
2019-04-15,753,992,Electronics,16,477.31,7636.96
2022-04-13,167,95,Beauty,4,246.7,986.8
2021-11-30,780,769,Beauty,15,380.82,5712.3
2022-09-11,201,240,Beauty,16,414.59,6633.44
2019-03-01,232,765,Beauty,14,103.22,1445.08
2022-04-16,201,440,Electronics,6,424.61,2547.66
2021-01-18,521,430,Electronics,6,63.4,380.4
2022-01-15,581,928,Beauty,6,262.6,1575.6
2023-11-22,249,143,Beauty,13,165.63,2153.19
2022-03-23,41,437,Beauty,1,496.85,496.85
2019-07-14,133,789,Watches,10,301.06,3010.6
2019-10-09,309,504,Electronics,16,167.6,2681.6
2021-04-20,601,632,Beauty,9,463.79,4174.11
2023-02-16,387,934,Owned Brand Fashion,17,65.17,1107.89
2019-06-11,637,871,Watches,16,402.86,6445.76
2020-04-19,61,715,Owned Brand Fashion,3,220.04,660.12
2023-11-13,201,438,Beauty,13,394.2,5124.6
2022-04-16,758,21,Imported Fashion,9,198.35,1785.15
2019-03-07,203,441,Beauty,14,103.9,1454.6
2022-02-02,674,873,Beauty,18,354.35,6378.3
2020-06-12,426,226,Electronics,12,398.17,4778.04
2019-09-06,238,656,Owned Brand Fashion,12,195.15,2341.8
2022-08-17,355,306,Watches,12,371.8,4461.6
2019-10-16,207,331,Imported Fashion,16,170.57,2729.12
2021-04-03,756,231,Electronics,13,137.06,1781.78
2020-09-26,503,293,Owned Brand Fashion,10,325.42,3254.2
2019-03-29,168,585,Imported Fashion,8,399.63,3197.04
2020-08-14,334,419,Beauty,18,16.25,292.5
2022-10-10,804,475,Owned Brand Fashion,7,226.94,1588.58
2023-10-03,550,745,Electronics,14,217.63,3046.82
2019-11-11,424,920,Beauty,12,270.86,3250.32
2019-09-04,530,83,Imported Fashion,2,71.58,143.16
2021-06-25,93,70,Beauty,16,341.93,5470.88
2019-08-04,94,811,Owned Brand Fashion,4,120.49,481.96
2023-11-07,718,470,Watches,13,330.44,4295.72
2019-11-08,386,705,Beauty,3,201.11,603.33
2020-11-08,5,947,Watches,2,9.98,19.96
2022-08-11,702,463,Owned Brand Fashion,16,81.52,1304.32
2019-09-24,145,434,Watches,9,7.36,66.24
2019-09-29,156,705,Electronics,17,493.59,8391.03
2019-12-28,711,202,Electronics,2,395.62,791.24
2019-11-17,483,798,Watches,7,345.11,2415.77
2019-08-11,629,125,Owned Brand Fashion,4,124.53,498.12
2021-11-04,555,278,Owned Brand Fashion,3,125.46,376.38
2021-11-02,684,356,Beauty,9,13.7,123.3
2020-02-27,546,438,Owned Brand Fashion,18,25.36,456.48
2021-04-11,680,471,Imported Fashion,4,330.39,1321.56
2021-08-17,735,565,Electronics,15,97.5,1462.5
2021-06-11,647,883,Imported Fashion,10,48.99,489.9
2020-12-16,557,55,Watches,5,266.43,1332.15
2020-09-08,103,763,Imported Fashion,13,108.79,1414.27
2022-05-16,586,258,Watches,12,231.46,2777.52
2022-09-13,528,673,Imported Fashion,18,356.02,6408.36
2021-04-03,463,467,Owned Brand Fashion,7,8.47,59.29
2019-10-14,661,396,Electronics,9,244.02,2196.18
2022-07-28,342,608,Owned Brand Fashion,4,218.57,874.28
2022-02-06,50,804,Beauty,19,283.3,5382.7
2021-04-09,728,568,Electronics,19,150.98,2868.62
2021-03-12,221,201,Imported Fashion,5,255.57,1277.85
2019-12-27,38,913,Watches,18,417.52,7515.36
2019-02-27,746,365,Imported Fashion,5,30.01,150.05
2022-12-06,759,163,Beauty,18,77.8,1400.4
2022-10-27,626,640,Beauty,2,262.31,524.62
2019-12-24,4,35,Beauty,14,27.19,380.66
2023-11-11,433,314,Electronics,11,199.75,2197.25
2021-02-02,231,864,Watches,13,361.48,4699.24
2023-08-31,222,783,Owned Brand Fashion,4,410.19,1640.76
2022-07-06,282,31,Owned Brand Fashion,10,101.48,1014.8
2021-03-09,73,631,Watches,17,83.46,1418.82
2020-11-26,578,580,Owned Brand Fashion,10,21.79,217.9
2019-09-18,206,839,Electronics,9,91.63,824.67
2023-11-13,720,912,Electronics,5,98.62,493.1
2019-04-04,524,9,Electronics,8,104.99,839.92
2021-01-16,122,763,Imported Fashion,6,286.89,1721.34
2023-12-29,692,950,Owned Brand Fashion,1,250.16,250.16
2019-10-23,132,569,Watches,15,325.72,4885.8
2019-11-14,265,170,Owned Brand Fashion,19,59.47,1129.93
2019-05-11,792,706,Watches,4,162.65,650.6
2021-02-03,139,193,Watches,3,427.32,1281.96
2019-12-14,228,692,Owned Brand Fashion,6,428.2,2569.2
2021-02-27,80,390,Owned Brand Fashion,15,300.46,4506.9
2023-03-04,577,453,Beauty,19,103.12,1959.28
2020-10-31,549,154,Imported Fashion,15,203.49,3052.35
2021-07-22,415,909,Imported Fashion,3,368.77,1106.31
2022-07-01,322,832,Watches,15,371.12,5566.8
2019-07-16,720,149,Beauty,18,148.1,2665.8
2022-04-25,522,521,Owned Brand Fashion,15,55.4,831.0
2020-08-27,609,890,Owned Brand Fashion,4,452.6,1810.4
2021-11-05,19,453,Watches,7,43.42,303.94
2021-10-03,198,928,Electronics,5,497.15,2485.75
2019-03-24,311,550,Watches,12,479.81,5757.72
2019-08-17,165,838,Watches,5,455.43,2277.15
2020-01-17,774,854,Owned Brand Fashion,4,336.97,1347.88
2021-09-08,209,527,Imported Fashion,14,102.28,1431.92
2023-10-05,661,639,Owned Brand Fashion,10,264.23,2642.3
2022-05-14,60,206,Imported Fashion,1,157.24,157.24
2023-02-05,110,656,Watches,16,234.71,3755.36
2019-12-25,697,148,Electronics,1,96.11,96.11
2019-01-22,297,18,Watches,15,494.51,7417.65
2023-03-06,608,124,Owned Brand Fashion,8,312.78,2502.24
2023-08-26,267,537,Watches,7,44.82,313.74
2022-04-17,260,139,Imported Fashion,14,486.0,6804.0
2022-08-19,127,357,Owned Brand Fashion,11,318.96,3508.56
2022-02-10,225,724,Imported Fashion,13,304.64,3960.32
2022-08-07,473,698,Beauty,19,381.74,7253.06
2022-08-22,19,988,Imported Fashion,15,14.66,219.9
2023-02-08,469,265,Electronics,1,213.35,213.35
2023-01-04,243,816,Beauty,10,113.95,1139.5
2019-08-27,400,712,Imported Fashion,6,64.23,385.38
